"cycle","individual","origin_busstop","destin_busstop","origin_zone","destin_zone","trip_type","busline","direction","bus_distance","walk_distance","wait_time","board_time","arrival_time"
1020,77525,1658,1665,27,24,3,"L66",1,3602,98,7430,8040,9700
1020,77284,397,57,21,21,2,"L21",1,4338,563,7200,7470,7850
1020,77284,1658,1665,27,24,3,"L66",1,3602,54,7850,8040,9700
1020,43665,141,144,10,9,2,"L12",2,1880,6,4200,4780,5350
1020,43665,111,1695,10,1,3,"L7",2,9187,14,5350,5840,9700
1020,38185,177,1695,9,1,1,"L7",2,7156,77,6000,6780,9700
1020,43726,317,1695,10,1,1,"L7",2,6620,14,6000,6990,9700
1020,46914,64,314,7,10,2,"L18",1,3671,403,3600,5780,6800
1020,46914,1328,1695,5,1,3,"L7",2,5662,70,6800,7280,9700
1020,88647,306,313,26,10,2,"L18",1,10807,49,3600,3660,6670
1020,88647,1328,1695,5,1,3,"L7",2,5662,78,6670,7400,9700
1020,38235,1338,1343,9,5,2,"L4",2,1881,0,6000,6290,7250
1020,38235,1330,1695,5,1,3,"L7",2,4843,8,7250,7770,9700
1020,38003,1340,1343,9,5,2,"L4",2,1268,0,6000,6670,7250
1020,38003,1330,1695,5,1,3,"L7",2,4843,8,7250,7770,9700
1020,38138,1340,1343,9,5,2,"L4",2,1268,0,7200,7270,7650
1020,38138,1330,1695,5,1,3,"L7",2,4843,8,7650,7770,9700
1020,23092,1330,1695,5,1,1,"L7",2,4843,0,7800,8060,9700
1020,23043,1690,1695,5,1,1,"L7",2,4113,8,7800,8390,9700
1020,9381,261,262,2,16,2,"L17",1,1118,178,7800,7890,8250
1020,9381,1691,1695,2,1,3,"L7",2,2809,178,8250,8810,9700
1020,51263,62,65,12,7,1,"L14",2,2650,741,9000,9160,9710
1020,78596,460,462,24,27,1,"L22",2,1024,388,9000,9460,9710
1020,74722,52,1699,23,8,1,"L9",1,18901,327,1800,1830,9710
1020,61778,399,1699,21,8,1,"L9",1,16412,238,3000,3070,9710
1020,61298,399,1699,21,8,1,"L9",1,16412,303,3000,3070,9710
1020,80663,158,58,23,21,2,"L13",1,5951,293,600,890,2180
1020,80663,59,1699,27,8,3,"L9",1,15198,238,2180,3410,9710
1020,10505,1692,1699,2,8,1,"L9",1,5882,377,6600,6900,9710
1020,10622,1691,1699,2,8,1,"L9",1,6231,0,6000,6900,9710
1020,10040,1692,1699,2,8,1,"L9",1,5882,380,6000,6900,9710
1020,1138,1694,1699,1,8,1,"L9",1,4863,308,7200,7610,9710
1020,1566,1695,1699,1,8,1,"L9",1,4474,238,7200,7860,9710
1020,29498,366,1699,8,8,1,"L9",1,2165,14,8400,8960,9710
1020,29550,367,1699,8,8,1,"L9",1,1650,99,8400,9140,9710
1020,29645,367,1699,8,8,1,"L9",1,1650,337,8400,9140,9710
1020,28985,388,34,8,7,1,"L9",2,11818,897,3600,5210,9720
1020,47996,984,66,11,7,2,"L3",2,7040,70,7200,7520,9000
1020,47996,180,34,7,7,3,"L9",2,1348,203,9000,9230,9720
1020,45952,179,182,10,23,1,"L13",2,15790,290,4200,5510,9730
1020,54954,289,66,16,7,2,"L17",2,16778,163,4800,4830,6610
1020,54954,180,182,7,23,3,"L13",2,10356,355,6610,6800,9730
1020,64558,44,182,21,23,1,"L13",2,2093,736,8400,9080,9730
1020,64685,44,182,21,23,1,"L13",2,2093,736,9000,9080,9730
1020,75975,770,63,23,12,2,"L27",2,5519,149,6600,6640,8050
1020,75975,991,951,11,11,3,"L30",2,5249,344,8050,9350,9730
1020,81428,1670,63,24,12,2,"L66",2,5538,0,6000,6100,8200
1020,81428,991,951,11,11,3,"L30",2,5249,129,8200,9350,9730
1020,76007,459,63,24,12,2,"L22",2,5234,253,7200,7350,8880
1020,76007,991,951,11,11,3,"L30",2,5249,321,8880,9350,9730
1020,2154,1,1334,1,9,1,"L4",1,5782,340,6000,7200,9730
1020,75664,767,1,23,1,2,"L5",2,10372,368,2400,2520,6080
1020,75664,2,1334,7,9,3,"L4",1,5525,3,6080,7200,9730
1020,17934,2,1334,7,9,1,"L4",1,5525,187,6000,7470,9730
1020,17963,2,1334,7,9,1,"L4",1,5525,212,6600,7470,9730
1020,91897,71,2,25,7,2,"L11",1,9422,135,3600,3680,6340
1020,91897,2,1334,7,9,3,"L4",1,5525,0,6340,7470,9730
1020,75422,54,66,21,7,2,"L10",2,9856,213,3600,4240,6530
1020,75422,18,1334,6,9,3,"L4",1,3978,70,6530,8070,9730
1020,62192,981,66,21,7,2,"L3",2,8616,87,4200,4900,7210
1020,62192,18,1334,6,9,3,"L4",1,3978,70,7210,8070,9730
1020,29927,388,1343,8,5,2,"L9",2,7959,222,4800,5210,8140
1020,29927,1330,1334,5,9,3,"L4",1,1491,0,8140,9110,9730
1020,1935,1677,1343,1,5,2,"L7",1,4186,0,6600,6700,8460
1020,1935,1330,1334,5,9,3,"L4",1,1491,0,8460,9110,9730
1020,75258,1652,1331,23,5,2,"L9",1,10782,0,5400,5410,9200
1020,75258,1331,1334,5,9,3,"L4",1,1166,0,9200,9310,9730
1020,9240,1,42,1,21,1,"L10",1,9653,427,6600,7310,9740
1020,19039,3,42,7,21,1,"L10",1,8980,372,7200,7680,9740
1020,82761,411,187,24,23,2,"L5",1,1536,362,8400,8400,9020
1020,82761,52,53,23,23,3,"L10",2,2097,250,9020,9390,9740
1020,96129,76,3,26,7,2,"L11",1,8316,283,4800,5200,7240
1020,96129,3,192,7,27,3,"L14",1,7138,0,7240,7470,9760
1020,43485,162,619,10,6,2,"L36",2,2996,280,6600,6880,7680
1020,43485,18,192,6,27,3,"L14",1,6007,100,7680,7820,9760
1020,12485,295,619,2,6,2,"L262",2,1237,172,4800,5740,6270
1020,12485,18,236,6,19,3,"L16",1,9587,70,6270,6550,9760
1020,86135,68,18,25,6,2,"L11",1,11544,112,4800,4810,8620
1020,86135,1508,1577,6,10,3,"L441",1,3864,191,8620,9130,9760
1020,69676,51,1691,22,2,1,"L9",1,13475,347,3600,4640,9760
1020,73166,184,741,23,23,2,"L5",1,1591,44,4200,4220,4770
1020,73166,52,1691,23,2,3,"L9",1,13019,4,4770,4870,9760
1020,21105,542,506,4,1,2,"L35",2,558,215,7200,7410,7610
1020,21105,2,1335,7,9,3,"L4",1,5929,0,7610,7680,9770
1020,21098,542,506,4,1,2,"L35",2,558,215,7200,7410,7610
1020,21098,2,1335,7,9,3,"L4",1,5929,0,7610,7680,9770
1020,92506,77,18,26,6,2,"L11",1,8645,0,4800,5360,7550
1020,92506,18,24,6,11,3,"L1",2,4792,49,7550,8360,9790
1020,54727,289,771,16,6,2,"L28",2,15211,96,6600,6690,7940
1020,54727,18,24,6,11,3,"L1",2,4792,119,7940,8360,9790
1020,11936,860,771,16,6,2,"L28",2,2067,374,7200,7450,7940
1020,11936,18,24,6,11,3,"L1",2,4792,136,7940,8360,9790
1020,98107,59,66,27,7,2,"L66",2,5311,302,6000,6140,7770
1020,98107,18,24,6,11,3,"L1",2,4792,119,7770,8360,9790
1020,53419,284,66,16,7,2,"L17",2,21017,114,4200,5520,8270
1020,53419,18,24,6,11,3,"L1",2,4792,70,8270,8360,9790
1020,54714,289,66,16,7,2,"L17",2,16778,132,5400,6470,8270
1020,54714,18,24,6,11,3,"L1",2,4792,70,8270,8360,9790
1020,45189,111,36,10,12,1,"L13",2,11513,376,5400,5850,9790
1020,45105,13,36,10,12,1,"L13",2,4430,296,6000,7910,9790
1020,52816,285,295,16,2,1,"L17",2,17907,72,6000,7600,9790
1020,92683,308,310,26,7,1,"L18",1,7069,352,6000,7750,9790
1020,29484,946,363,8,8,1,"L29",2,1978,0,7200,9140,9790
1020,65628,980,32,21,7,2,"L3",2,10045,59,1800,2780,5820
1020,65628,32,95,7,26,3,"L11",2,8316,0,5820,7530,9800
1020,78249,767,32,23,7,2,"L5",2,10372,0,2400,2520,5880
1020,78249,32,95,7,26,3,"L11",2,8316,0,5880,7530,9800
1020,16283,357,32,2,7,2,"L2",2,2545,0,4200,4380,5940
1020,16283,32,95,7,26,3,"L11",2,8316,0,5940,7530,9800
1020,54292,288,32,16,7,2,"L17",2,18139,0,4200,4350,6730
1020,54292,32,95,7,26,3,"L11",2,8316,0,6730,7530,9800
1020,47995,257,31,11,7,1,"L16",2,4663,312,7800,8080,9800
1020,86595,302,80,25,20,1,"L20",2,4855,29,7800,7820,9800
1020,3944,1677,1647,1,21,1,"L9",2,12776,381,4200,4800,9800
1020,4481,1677,1647,1,21,1,"L9",2,12776,381,4200,4800,9800
1020,4005,1677,1647,1,21,1,"L9",2,12776,8,3600,4800,9800
1020,49502,10,18,11,6,2,"L1",1,3299,0,6000,6100,7310
1020,49502,180,1647,7,21,3,"L9",2,6079,87,7310,7460,9800
1020,88324,301,76,25,26,1,"L18",1,3666,50,8400,8590,9810
1020,95641,302,76,25,26,1,"L18",1,3259,628,9000,9000,9810
1020,88032,303,76,26,26,1,"L18",1,2311,206,9000,9000,9810
1020,71139,251,66,22,7,2,"L16",2,6837,70,6000,6010,8100
1020,71139,180,40,7,27,3,"L27",1,4529,198,8100,8510,9810
1020,24533,1342,66,5,7,2,"L4",2,4276,394,4800,7100,8420
1020,24533,180,40,7,27,3,"L27",1,4529,101,8420,8510,9810
1020,48942,255,951,11,11,1,"L30",1,7321,425,9000,9010,9810
1020,89691,76,387,26,8,2,"L20",2,11537,16,2400,2430,5240
1020,89691,369,1679,8,2,3,"L7",1,5502,0,5240,7550,9810
1020,28058,369,1679,8,2,1,"L7",1,5502,279,7200,7550,9810
1020,89452,76,387,26,8,2,"L20",2,11537,0,3600,3770,6530
1020,89452,369,1679,8,2,3,"L7",1,5502,105,6530,7550,9810
1020,32513,369,1679,8,2,1,"L7",1,5502,288,5400,7550,9810
1020,41095,1331,1691,5,2,2,"L7",2,2058,322,7800,8060,8810
1020,41095,262,267,16,16,3,"L262",1,14138,178,8810,9010,9820
1020,78789,767,464,23,27,1,"L27",2,3836,0,7800,7890,9820
1020,78616,769,464,23,27,1,"L27",2,3230,28,7800,8310,9820
1020,76719,158,464,23,27,1,"L27",2,2684,711,8400,8820,9820
1020,78772,460,464,24,27,1,"L27",2,1734,409,9000,9260,9820
1020,55017,289,66,16,7,2,"L17",2,16778,62,2400,3060,5230
1020,55017,66,97,7,26,3,"L11",2,10291,108,5230,6920,9830
1020,65402,980,66,21,7,2,"L3",2,8820,160,1200,2780,5260
1020,65402,66,97,7,26,3,"L11",2,10291,108,5260,6920,9830
1020,65852,982,66,21,7,2,"L3",2,8258,30,600,3320,5260
1020,65852,66,97,7,26,3,"L11",2,10291,0,5260,6920,9830
1020,50686,10,18,11,6,2,"L1",1,3299,136,5400,5460,6540
1020,50686,66,97,7,26,3,"L11",2,10291,355,6540,6920,9830
1020,16771,294,619,16,6,2,"L262",2,1923,513,4200,4500,5030
1020,16771,66,97,7,26,3,"L11",2,10291,386,5030,6920,9830
1020,95801,94,97,26,26,1,"L11",2,1618,397,9000,9340,9830
1020,69242,504,180,22,7,2,"L23",2,5048,473,6600,6940,8340
1020,69242,18,139,6,10,3,"L13",1,5427,338,8340,8660,9830
1020,28543,370,374,8,4,1,"L20",1,3542,35,6600,9070,9830
1020,32918,369,2,8,7,2,"L6",1,5829,0,2400,2460,4490
1020,32918,2,956,7,21,3,"L3",1,10031,59,4490,6350,9830
1020,4979,376,2,1,7,2,"L6",1,1302,14,3600,3950,4490
1020,4979,2,956,7,21,3,"L3",1,10031,0,4490,6350,9830
1020,5119,376,2,1,7,2,"L6",1,1302,0,4200,4990,5550
1020,5119,2,956,7,21,3,"L3",1,10031,59,5550,6350,9830
1020,93248,73,2,26,7,2,"L11",1,8846,0,3600,4070,6340
1020,93248,2,956,7,21,3,"L3",1,10031,59,6340,6350,9830
1020,13350,354,362,2,3,2,"L2",2,2404,93,3600,3610,5450
1020,13350,2,956,7,21,3,"L3",1,10031,93,5450,6350,9830
1020,23937,1343,180,5,7,2,"L9",2,3747,87,4800,5090,6090
1020,23937,18,956,6,21,3,"L3",1,8484,129,6090,7070,9830
1020,98714,59,66,27,7,2,"L10",2,5311,167,4800,5050,6530
1020,98714,18,956,6,21,3,"L3",1,8484,129,6530,7070,9830
1020,12789,1679,180,2,7,2,"L9",2,6777,128,600,2280,4450
1020,12789,18,956,6,21,3,"L3",1,8484,87,4450,7070,9830
1020,93560,76,18,26,6,2,"L18",1,8792,50,3600,3970,6200
1020,93560,18,956,6,21,3,"L3",1,8484,0,6200,7070,9830
1020,63917,54,66,21,7,2,"L10",2,9856,70,4200,4240,6530
1020,63917,18,956,6,21,3,"L3",1,8484,70,6530,7070,9830
1020,98639,461,180,27,7,2,"L22",2,5768,321,4200,4970,6300
1020,98639,18,956,6,21,3,"L3",1,8484,146,6300,7070,9830
1020,23947,1343,180,5,7,2,"L9",2,3747,87,4200,5090,6090
1020,23947,18,956,6,21,3,"L3",1,8484,129,6090,7070,9830
1020,93389,304,18,26,6,2,"L18",1,10554,0,1800,1800,4370
1020,93389,18,956,6,21,3,"L3",1,8484,59,4370,7070,9830
1020,54848,289,66,16,7,2,"L17",2,16778,132,2400,3060,5230
1020,54848,18,956,6,21,3,"L3",1,8484,70,5230,7070,9830
1020,25245,18,956,6,21,1,"L3",1,8484,309,6600,7070,9830
1020,5112,1678,180,1,7,2,"L9",2,7082,87,1800,1970,4450
1020,5112,18,956,6,21,3,"L3",1,8484,146,4450,7070,9830
1020,51663,995,951,13,11,2,"L30",2,7481,397,7200,7210,7840
1020,51663,951,956,11,21,3,"L3",1,2853,0,7840,8840,9830
1020,63702,953,956,21,21,1,"L3",1,1598,0,9000,9260,9830
1020,31767,1702,180,8,7,2,"L9",2,12009,87,2400,3150,7460
1020,31767,180,224,7,11,3,"L23",1,3482,0,7460,8580,9850
1020,81573,1668,66,24,7,2,"L66",2,8485,70,2400,4340,7770
1020,81573,180,224,7,11,3,"L23",1,3482,101,7770,8580,9850
1020,11853,295,619,2,6,2,"L262",2,1237,100,7200,7650,8250
1020,11853,180,224,7,11,3,"L23",1,3482,101,8250,8580,9850
1020,11665,295,619,2,6,2,"L262",2,1237,170,6600,7650,8250
1020,11665,180,224,7,11,3,"L23",1,3482,87,8250,8580,9850
1020,48972,222,224,11,11,1,"L23",1,1257,235,8400,9470,9850
1020,48922,24,27,11,6,2,"L1",2,1895,86,7200,8010,8850
1020,48922,990,951,11,11,3,"L30",1,5249,362,8850,9520,9850
1020,83155,158,54,23,21,1,"L13",1,1622,387,8400,8950,9860
1020,95711,326,377,26,26,1,"L21",1,2268,11,9000,9030,9860
1020,95672,326,377,26,26,1,"L21",1,2268,43,9000,9030,9860
1020,61822,44,46,21,23,2,"L10",1,3271,490,3600,3620,3800
1020,61822,1652,364,23,8,3,"L9",1,15474,103,3800,3840,9860
1020,61077,58,364,21,8,1,"L9",1,13065,0,4200,5060,9860
1020,68534,253,66,22,7,2,"L16",2,5954,298,3000,3520,5160
1020,68534,18,364,6,8,3,"L9",1,7909,290,5160,6630,9860
1020,61802,980,66,21,7,2,"L3",2,8820,70,3000,3000,5260
1020,61802,18,364,6,8,3,"L9",1,7909,70,5260,6630,9860
1020,10517,1692,364,2,8,1,"L9",1,3039,203,7800,8510,9860
1020,10211,1692,364,2,8,1,"L9",1,3039,81,7800,8510,9860
1020,96042,72,75,26,26,1,"L11",1,1357,368,9000,9050,9870
1020,95533,73,75,26,26,1,"L11",1,1077,0,9000,9420,9870
1020,57323,981,1,21,1,1,"L3",2,9841,0,6000,6310,9870
1020,57209,981,1,21,1,1,"L3",2,9841,340,6000,6310,9870
1020,58236,981,1,21,1,1,"L3",2,9841,340,6000,6310,9870
1020,58000,982,1,21,1,1,"L3",2,9483,30,5400,6580,9870
1020,57506,983,1,21,1,1,"L3",2,8964,177,3600,6810,9870
1020,57327,983,1,21,1,1,"L3",2,8964,177,6600,6810,9870
1020,57546,983,1,21,1,1,"L3",2,8964,385,4800,6810,9870
1020,24594,29,1,6,1,1,"L3",2,3431,45,7800,8600,9870
1020,92425,74,18,26,6,2,"L11",1,9769,125,4800,4940,7550
1020,92425,1508,1578,6,11,3,"L441",1,5000,125,7550,9130,9870
1020,39966,111,1698,10,8,1,"L7",2,12376,12,3600,4410,9870
1020,23547,1329,1698,5,8,1,"L7",2,8363,238,6000,6200,9870
1020,40440,1337,1343,9,5,2,"L4",2,2255,43,3600,4210,5310
1020,40440,1330,1698,5,8,3,"L7",2,8032,238,5310,6330,9870
1020,40433,1331,1698,5,8,1,"L7",2,7707,426,5400,6550,9870
1020,53246,282,294,16,16,2,"L17",2,19117,173,3600,3700,5790
1020,53246,1691,1698,2,8,3,"L7",2,5998,173,5790,7230,9870
1020,44310,22,32,10,7,1,"L1",2,7127,513,7200,7530,9880
1020,17571,3,5,7,6,1,"L16",1,2756,732,9000,9090,9880
1020,64798,399,402,21,27,1,"L21",2,6653,364,6600,8210,9880
1020,64741,399,402,21,27,1,"L21",2,6653,667,6000,8210,9880
1020,64522,399,402,21,27,1,"L21",2,6653,749,6000,8210,9880
1020,64386,42,402,21,27,1,"L21",2,5954,647,8400,8790,9880
1020,71240,50,1654,22,21,2,"L6",2,2239,267,6600,7550,8940
1020,71240,44,402,21,27,3,"L21",2,2581,442,8940,9110,9880
1020,64750,44,402,21,27,1,"L21",2,2581,846,8400,9110,9880
1020,83287,459,461,24,27,2,"L27",2,1276,117,9000,9030,9370
1020,83287,401,402,27,27,3,"L21",2,1430,481,9370,9600,9880
1020,68084,504,1,22,1,2,"L3",2,10845,170,3600,4240,8090
1020,68084,506,381,1,4,3,"L25",1,1062,170,8090,9520,9880
1020,60295,981,1,21,1,2,"L3",2,9841,187,4200,4900,8090
1020,60295,506,381,1,4,3,"L25",1,1062,170,8090,9520,9880
1020,60203,980,1,21,1,2,"L3",2,10045,170,4800,4900,8090
1020,60203,506,381,1,4,3,"L25",1,1062,249,8090,9520,9880
1020,97160,208,1,27,1,2,"L14",2,8685,170,5400,5520,8120
1020,97160,506,381,1,4,3,"L25",1,1062,170,8120,9520,9880
1020,73994,767,1,23,1,2,"L5",2,10372,538,2400,4300,8160
1020,73994,506,381,1,4,3,"L25",1,1062,170,8160,9520,9880
1020,60409,464,1,27,1,2,"L5",2,6754,290,6000,6000,8160
1020,60409,506,381,1,4,3,"L25",1,1062,249,8160,9520,9880
1020,55741,246,1,19,1,2,"L16",2,10806,229,3600,4280,8310
1020,55741,506,381,1,4,3,"L25",1,1062,170,8310,9520,9880
1020,68088,250,1,22,1,2,"L16",2,8466,195,3600,4950,8310
1020,68088,506,381,1,4,3,"L25",1,1062,249,8310,9520,9880
1020,74004,52,1,23,1,2,"L10",2,13178,500,3000,4810,8350
1020,74004,506,381,1,4,3,"L25",1,1062,249,8350,9520,9880
1020,80144,1666,1,24,1,2,"L66",2,10460,282,4200,4490,8350
1020,80144,506,381,1,4,3,"L25",1,1062,249,8350,9520,9880
1020,80104,1667,1,24,1,2,"L66",2,10000,170,3600,4110,8580
1020,80104,506,381,1,4,3,"L25",1,1062,170,8580,9520,9880
1020,80164,1668,1,24,1,2,"L66",2,9710,170,3000,4340,8580
1020,80164,506,381,1,4,3,"L25",1,1062,249,8580,9520,9880
1020,68117,253,1,22,1,2,"L16",2,7179,329,6000,6310,8770
1020,68117,506,381,1,4,3,"L25",1,1062,249,8770,9520,9880
1020,25903,64,1,7,1,2,"L10",2,3533,170,7800,7980,9130
1020,25903,506,381,1,4,3,"L25",1,1062,249,9130,9520,9880
1020,39204,1337,1,9,1,2,"L4",2,7070,170,6600,6760,9140
1020,39204,506,381,1,4,3,"L25",1,1062,170,9140,9520,9880
1020,39262,1341,1,9,1,2,"L4",2,5712,170,7200,7270,9380
1020,39262,506,381,1,4,3,"L25",1,1062,249,9380,9520,9880
1020,25925,31,1,7,1,2,"L4",2,1225,170,7200,9010,9380
1020,25925,506,381,1,4,3,"L25",1,1062,249,9380,9520,9880
1020,1992,1,1335,1,9,1,"L4",1,6186,340,7200,7200,9880
1020,21135,375,506,4,1,2,"251",2,626,249,5400,5560,5740
1020,21135,2,1335,7,9,3,"L4",1,5929,0,5740,7200,9880
1020,21109,375,506,4,1,2,"251",2,626,249,5400,5560,5740
1020,21109,2,1335,7,9,3,"L4",1,5929,0,5740,7200,9880
1020,18047,2,1335,7,9,1,"L4",1,5929,212,7200,7470,9880
1020,85970,68,2,25,7,2,"L11",1,10413,0,3000,3290,6340
1020,85970,2,1335,7,9,3,"L4",1,5929,0,6340,7470,9880
1020,85835,71,2,25,7,2,"L11",1,9422,261,4200,4560,7020
1020,85835,2,1335,7,9,3,"L4",1,5929,0,7020,7470,9880
1020,75330,159,18,23,6,2,"L13",1,11030,0,3600,4290,7220
1020,75330,18,1335,6,9,3,"L4",1,4382,0,7220,8070,9880
1020,97931,207,66,27,7,2,"L14",2,7655,449,3600,4100,6510
1020,97931,18,1335,6,9,3,"L4",1,4382,70,6510,8070,9880
1020,62329,982,66,21,7,2,"L3",2,8258,70,4200,5210,7210
1020,62329,18,1335,6,9,3,"L4",1,4382,70,7210,8070,9880
1020,81134,1667,66,24,7,2,"L66",2,8775,70,3000,4110,7770
1020,81134,18,1335,6,9,3,"L4",1,4382,70,7770,8070,9880
1020,81095,1667,66,24,7,2,"L66",2,8775,70,4200,4340,7770
1020,81095,18,1335,6,9,3,"L4",1,4382,70,7770,8070,9880
1020,75316,770,180,23,7,2,"L27",2,6867,107,4800,4840,6500
1020,75316,18,1335,6,9,3,"L4",1,4382,87,6500,8070,9880
1020,30743,388,1343,8,5,2,"L9",2,7959,139,4800,5210,8140
1020,30743,1330,1335,5,9,3,"L4",1,1895,0,8140,9110,9880
1020,30299,1675,1343,8,5,2,"L7",1,7017,0,5400,5450,8460
1020,30299,1330,1335,5,9,3,"L4",1,1895,0,8460,9110,9880
1020,30617,1675,1343,8,5,2,"L7",1,7017,0,5400,5450,8460
1020,30617,1330,1335,5,9,3,"L4",1,1895,0,8460,9110,9880
1020,1755,1678,1343,1,5,2,"L7",1,3724,0,6600,6900,8460
1020,1755,1330,1335,5,9,3,"L4",1,1895,0,8460,9110,9880
1020,75994,186,741,23,23,2,"L5",1,1246,72,4200,4460,4770
1020,75994,52,985,23,11,3,"L6",2,3817,4,4770,8000,9880
1020,29233,1701,390,8,8,1,"L9",2,2968,14,7800,8140,9880
1020,29666,1701,390,8,8,1,"L9",2,2968,14,7800,8140,9880
1020,45693,178,183,10,23,1,"L13",2,16890,1031,4200,5210,9890
1020,45733,178,183,10,23,1,"L13",2,16890,373,4800,5210,9890
1020,50167,11,18,10,6,2,"L1",1,3029,338,5400,5580,6790
1020,50167,17,183,6,23,3,"L13",2,10754,246,6790,6800,9890
1020,56261,1571,17,19,6,2,"L44",2,6777,370,4800,5380,6660
1020,56261,17,183,6,23,3,"L13",2,10754,123,6660,6800,9890
1020,64801,44,183,21,23,1,"L13",2,2278,631,8400,9080,9890
1020,64779,44,183,21,23,1,"L13",2,2278,636,9000,9080,9890
1020,64230,44,183,21,23,1,"L13",2,2278,1048,9000,9080,9890
1020,64879,44,183,21,23,1,"L13",2,2278,808,8400,9080,9890
1020,71183,251,66,22,7,2,"L16",2,6837,70,4200,5300,7560
1020,71183,18,193,6,27,3,"L14",1,6247,86,7560,7820,9890
1020,14750,356,362,2,3,2,"L2",2,2100,93,3600,4090,5450
1020,14750,2,185,7,23,3,"L5",1,9190,93,5450,6360,9890
1020,61927,58,1700,21,8,1,"L9",1,16151,283,3000,3410,9890
1020,68802,253,66,22,7,2,"L16",2,5954,229,1800,1820,3520
1020,68802,18,1700,6,8,3,"L9",1,10995,87,3520,5070,9890
1020,39512,110,66,18,7,2,"L12",1,8548,170,1800,2260,4290
1020,39512,18,1700,6,8,3,"L9",1,10995,0,4290,5070,9890
1020,29545,365,1700,8,8,1,"L9",1,3086,123,7200,8740,9890
1020,48233,986,388,11,8,2,"L6",2,13582,133,3000,3900,7860
1020,48233,368,1700,8,8,3,"L9",1,1278,111,7860,9380,9890
1020,91099,379,388,26,8,2,"L20",2,15796,122,4200,4220,8710
1020,91099,368,1700,8,8,3,"L9",1,1278,111,8710,9380,9890
1020,91427,306,388,26,8,2,"L20",2,13382,160,4800,5010,8710
1020,91427,368,1700,8,8,3,"L9",1,1278,154,8710,9380,9890
1020,90978,76,388,26,8,2,"L20",2,12492,161,5400,5400,8710
1020,90978,368,1700,8,8,3,"L9",1,1278,154,8710,9380,9890
1020,1211,380,388,1,8,2,"L20",2,5774,125,6600,7100,8710
1020,1211,368,1700,8,8,3,"L9",1,1278,111,8710,9380,9890
1020,20958,381,388,4,8,2,"L20",2,5233,111,7200,7410,8710
1020,20958,368,1700,8,8,3,"L9",1,1278,154,8710,9380,9890
1020,54346,283,32,16,7,2,"L17",2,21816,0,1200,2050,5710
1020,54346,32,96,7,26,3,"L11",2,8584,0,5710,7530,9900
1020,92772,73,2,26,7,2,"L11",1,8846,0,3600,4070,6340
1020,92772,2,270,7,16,3,"L17",1,21279,20,6340,6870,9900
1020,73927,767,1,23,1,2,"L5",2,10372,259,3600,5680,9650
1020,73927,506,381,1,4,3,"251",1,1062,170,9650,9740,9900
1020,74072,156,1,23,1,2,"L5",2,9536,170,6000,6070,9650
1020,74072,506,381,1,4,3,"251",1,1062,170,9650,9740,9900
1020,25910,64,1,7,1,2,"L5",2,3533,320,8400,8520,9650
1020,25910,506,381,1,4,3,"251",1,1062,249,9650,9740,9900
1020,67495,51,1692,22,2,1,"L9",1,14158,380,4200,4640,9910
1020,72434,52,1692,23,2,1,"L9",1,13702,170,3600,4870,9910
1020,72562,52,1692,23,2,1,"L9",1,13702,469,4800,4870,9910
1020,72418,52,1692,23,2,1,"L9",1,13702,437,4200,4870,9910
1020,73308,52,1692,23,2,1,"L9",1,13702,469,3600,4870,9910
1020,73159,766,767,23,23,2,"L27",2,915,44,4200,4210,4360
1020,73159,52,1692,23,2,3,"L9",1,13702,44,4360,4870,9910
1020,73241,1652,1692,23,2,1,"L9",1,13118,0,5400,5410,9910
1020,73079,1652,1692,23,2,1,"L9",1,13118,0,4800,5410,9910
1020,59156,1653,1692,21,2,1,"L9",1,12908,380,4800,5700,9910
1020,58655,1653,1692,21,2,1,"L9",1,12908,139,4200,5700,9910
1020,59561,1653,1692,21,2,1,"L9",1,12908,48,4200,5700,9910
1020,24792,18,1692,6,2,1,"L9",1,5553,562,7800,8130,9910
1020,78774,53,56,23,21,2,"L10",2,4864,0,6000,6050,6620
1020,78774,43,403,21,27,3,"L21",2,5367,299,6620,8510,9920
1020,66397,44,403,21,27,1,"L21",2,4766,486,8400,8850,9920
1020,735,1678,35,1,7,1,"L9",2,7932,83,6600,7020,9920
1020,2418,1,12,1,10,1,"L1",1,5674,45,7800,7850,9930
1020,5071,1,43,1,21,1,"L10",1,10254,0,7200,7310,9930
1020,49441,951,991,11,11,2,"L30",1,3234,462,7800,7950,8240
1020,49441,36,43,12,21,3,"L10",1,6566,130,8240,8700,9930
1020,4053,1677,41,1,21,2,"L9",2,11766,0,4800,4800,9330
1020,4053,41,43,21,21,3,"L10",1,3698,0,9330,9580,9930
1020,45025,111,117,10,10,1,"L12",1,5120,0,9000,9100,9930
1020,50911,11,18,10,6,2,"L1",1,3029,245,6600,6920,8240
1020,50911,180,406,7,27,3,"L27",1,4865,179,8240,8510,9930
1020,52202,994,62,13,12,2,"L30",2,2785,8,8400,8840,9200
1020,52202,37,406,12,27,3,"L27",1,2404,130,9200,9390,9930
1020,77549,767,460,23,24,1,"L5",2,2419,0,8400,8420,9930
1020,79643,459,1,24,1,2,"L5",2,8767,242,1800,2200,5070
1020,79643,1,347,1,2,3,"L2",1,3787,127,5070,6420,9940
1020,58181,55,1,21,1,2,"L10",2,10865,0,0,830,3640
1020,58181,1,347,1,2,3,"L2",1,3787,309,3640,6420,9940
